"Study ID";"Form Type";"Form Collection ID";"Form Collection Name";"Form Collection Order";"Form ID";"Form Name";"Form Order";"Field ID";"Field Variable Name";"Field Label";"Field Type";"Field Order";"Field Required";"Calculation Template";"Field Option Group"
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1401B5DF-A4A5-4F04-A469-9985B0F682FC;"Diagnostics - Imaging (Resectability)";22;0261A642-FFA4-480F-8E8E-FB8A7F2BCFB7;dpca_hepatica;"- Arteria hepatica (communis or propria)";radio;5;;;794EFBF4-37BA-42AB-ABF9-EC4032E0C291
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1401B5DF-A4A5-4F04-A469-9985B0F682FC;"Diagnostics - Imaging (Resectability)";22;665F767D-21A0-4DD1-9650-4B3FB36DB02B;dpca_circumcontact;"- Circumferential contact with vena portae /VMS";radio;6;;;1C099A59-9750-4BDD-B5FB-D3CEE4AF772C
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1401B5DF-A4A5-4F04-A469-9985B0F682FC;"Diagnostics - Imaging (Resectability)";22;219788F3-3DDE-4838-A16B-DD60783CAB7C;dpca_stenosevp;"- Stenosis vena portae/VMS by tumor";radio;7;;;A453C08B-5825-4064-BBF0-80700279FA08
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1401B5DF-A4A5-4F04-A469-9985B0F682FC;"Diagnostics - Imaging (Resectability)";22;CA8997FB-F201-4AAC-91D6-F6BDE8933581;dpca_contactams;"- Circumferential contact with arteria mesenterica superior (AMS)";radio;8;;;1C099A59-9750-4BDD-B5FB-D3CEE4AF772C
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1401B5DF-A4A5-4F04-A469-9985B0F682FC;"Diagnostics - Imaging (Resectability)";22;96AA5643-D6D0-46A3-ABE0-47FE2FB9BC0A;dpca_stenoseams;"- Stenosis arteria mesenterica superior (AMS)";radio;9;;;A453C08B-5825-4064-BBF0-80700279FA08
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1401B5DF-A4A5-4F04-A469-9985B0F682FC;"Diagnostics - Imaging (Resectability)";22;3F0E50C4-9C9F-4CE1-9015-5F3477675C69;dpca_contacttc;"- Circumferential contact with truncus coeliacus";radio;10;;;1C099A59-9750-4BDD-B5FB-D3CEE4AF772C
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1401B5DF-A4A5-4F04-A469-9985B0F682FC;"Diagnostics - Imaging (Resectability)";22;092E6D8C-0CE7-49BF-8EC6-65303CAB4E5A;dpca_stenosetc;"- Stenosis truncus coeliacus by tumor";radio;11;;;A453C08B-5825-4064-BBF0-80700279FA08
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1401B5DF-A4A5-4F04-A469-9985B0F682FC;"Diagnostics - Imaging (Resectability)";22;22F084F6-50FA-4BF0-B5E0-F55617824CA6;dpca_contactah;"- Circumferential contact with arteria hepatica (communis or propria)";radio;12;;;1C099A59-9750-4BDD-B5FB-D3CEE4AF772C
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1401B5DF-A4A5-4F04-A469-9985B0F682FC;"Diagnostics - Imaging (Resectability)";22;887F6AEA-F048-4BF6-B73B-3F094C672D8C;dpca_stenoseah;"- Stenosis arteria hepatica (communis or propria) by tumor";radio;13;;;A453C08B-5825-4064-BBF0-80700279FA08
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1401B5DF-A4A5-4F04-A469-9985B0F682FC;"Diagnostics - Imaging (Resectability)";22;70EDDFF7-B0A9-42F6-87AF-4D728EAEEAB0;dpca_structuren;"Is there possible involvement of the following structures on CT of MRI?";radio;14;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1401B5DF-A4A5-4F04-A469-9985B0F682FC;"Diagnostics - Imaging (Resectability)";22;DF4D2A7B-DEEB-458F-8461-131F5524C43D;dpca_vet;"- Peripancreatic fat";radio;15;;;794EFBF4-37BA-42AB-ABF9-EC4032E0C291
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1401B5DF-A4A5-4F04-A469-9985B0F682FC;"Diagnostics - Imaging (Resectability)";22;A4EA66DF-9AFF-4F0B-90FA-D5BD26F7530C;dpca_maag;"- Stomach";radio;16;;;794EFBF4-37BA-42AB-ABF9-EC4032E0C291
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1401B5DF-A4A5-4F04-A469-9985B0F682FC;"Diagnostics - Imaging (Resectability)";22;37A6DD56-AED6-4FB8-9B39-8429A237A61D;dpca_colont;"- Colon transversum";radio;17;;;794EFBF4-37BA-42AB-ABF9-EC4032E0C291
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1401B5DF-A4A5-4F04-A469-9985B0F682FC;"Diagnostics - Imaging (Resectability)";22;742FBDDD-C55F-497E-9148-944A4043777F;dpca_mesocolont;"- Mesocolon transversum";radio;18;;;794EFBF4-37BA-42AB-ABF9-EC4032E0C291
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1401B5DF-A4A5-4F04-A469-9985B0F682FC;"Diagnostics - Imaging (Resectability)";22;4A26F0BA-FD26-405D-9B15-A99C0310FFCB;dpca_dunnedarm;"- Small intestine";radio;19;;;794EFBF4-37BA-42AB-ABF9-EC4032E0C291
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1401B5DF-A4A5-4F04-A469-9985B0F682FC;"Diagnostics - Imaging (Resectability)";22;BC068460-BDEE-4461-B809-AC7E81A7F218;dpca_milt;"- Spleen";radio;20;;;794EFBF4-37BA-42AB-ABF9-EC4032E0C291
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1401B5DF-A4A5-4F04-A469-9985B0F682FC;"Diagnostics - Imaging (Resectability)";22;88F2DA55-0677-4335-8EF5-39F846A57B6F;dpca_bijnier;"- Adrenal gland";radio;21;;;794EFBF4-37BA-42AB-ABF9-EC4032E0C291
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1401B5DF-A4A5-4F04-A469-9985B0F682FC;"Diagnostics - Imaging (Resectability)";22;78F3D4B3-9456-4A02-AD50-CFA3C187B3BF;dpca_nier;"- Kidney";radio;22;;;794EFBF4-37BA-42AB-ABF9-EC4032E0C291
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1401B5DF-A4A5-4F04-A469-9985B0F682FC;"Diagnostics - Imaging (Resectability)";22;995E5D7A-918A-4863-BCAA-E83C9D4662FA;dpca_lever;"- Liver";radio;23;;;794EFBF4-37BA-42AB-ABF9-EC4032E0C291
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1401B5DF-A4A5-4F04-A469-9985B0F682FC;"Diagnostics - Imaging (Resectability)";22;FDD25158-AFC4-4BE5-85B5-AE60771E7A60;dpca_dcholedo;"- Ductus choledochus";radio;24;;;794EFBF4-37BA-42AB-ABF9-EC4032E0C291
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;15BEF8E0-6882-4117-AC0D-A7E5A34D9190;"Perioperative care";28;E0A0AC48-0029-4EB8-93F5-EF22C2C17A3F;dpca_bijvoed;"Did the patient receive additional preoperative nutrition?";radio;1;;;EB5BF25C-1078-4063-B090-4F9C767D43E5
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;15BEF8E0-6882-4117-AC0D-A7E5A34D9190;"Perioperative care";28;5CBB420A-FCF1-4570-A2F5-BA15E90673B7;dpca_laparoscopie;"Was a preoperative laparoscopy performed?";radio;2;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;15BEF8E0-6882-4117-AC0D-A7E5A34D9190;"Perioperative care";28;04ECDF20-0F80-44AE-9BB1-64D6A7FB71B9;dpca_laparodat;"Date diagnostic laparoscopy?";date;3;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;15BEF8E0-6882-4117-AC0D-A7E5A34D9190;"Perioperative care";28;596F13CD-1C52-4EF1-BE00-646B1D8166D0;dpca_lapexplor;"Is the patient still eligible for surgical exploration after the diagnostic laparoscopy?";radio;4;;;FC752296-4134-4882-9D14-042D1EAEA992
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1C721259-94CB-41EE-9F4D-436209089FC8;Pathology;38;C04ABCB9-3CC6-4FE5-B0B7-CA912FFD4A46;dpca_pathverslag;"Standardized pathology report?";radio;1;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1C721259-94CB-41EE-9F4D-436209089FC8;Pathology;38;82E9AEA8-E725-449C-A163-8BEF2673A858;dpca_PAnr;"PA number";string;2;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1C721259-94CB-41EE-9F4D-436209089FC8;Pathology;38;5F106AF8-5910-4733-A42D-D1A2DE6886D4;dpca_alleenvc;"Only frozen section or biopsy?";radio;3;;;794EFBF4-37BA-42AB-ABF9-EC4032E0C291
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1C721259-94CB-41EE-9F4D-436209089FC8;Pathology;38;F66F1F09-FC90-4988-AC5F-A223A2FDCB13;dpca_origine;"Most likely orgin of the tumor?";radio;4;;;EA5E290E-C5D7-4A5F-BFF8-BF2703826C48
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1C721259-94CB-41EE-9F4D-436209089FC8;Pathology;38;C38E2ECA-82A7-4265-9AE1-B0B176B2BE65;dpca_histdiagnpost;"Histology diagnosis?";radio;5;;;BCEB4BA7-FC7E-4F09-BFA3-39A204C525E5
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1C721259-94CB-41EE-9F4D-436209089FC8;Pathology;38;7D99198E-7EB8-4003-871B-AC68EB926D05;dpca_ipmnpost;"In case of IPMN";radio;6;;;4672FD2F-1BF6-49EC-A6E9-A676214C780D
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1C721259-94CB-41EE-9F4D-436209089FC8;Pathology;38;E64EAAE8-41BB-47D0-AEC2-567BA0BA35BF;dpca_mcneopost;"In case of MCN";radio;7;;;4672FD2F-1BF6-49EC-A6E9-A676214C780D
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1C721259-94CB-41EE-9F4D-436209089FC8;Pathology;38;ABD24E81-AA09-4540-A0C6-4E6B1AAB2F7E;dpca_diameterpost;"Largest diameter of tumor?";numeric;8;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1C721259-94CB-41EE-9F4D-436209089FC8;Pathology;38;CEA3BFCC-B076-47E9-B3ED-842D72E3B2B7;dpca_radicaliteit;"Radicality (R2 is determined by surgeon)?";radio;9;;;BBB60723-D399-4666-BAA4-F3311A83A43B
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1C721259-94CB-41EE-9F4D-436209089FC8;Pathology;38;100A4679-8B60-4E07-9643-065F9894A906;dpca_radmarge;"Smallest margin (radicality)?";numeric;10;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1C721259-94CB-41EE-9F4D-436209089FC8;Pathology;38;35D33DA9-658E-4F1D-A200-F6C77D072048;dpca_differentiatie;"Differentiation grade tumor?";radio;11;;;7DEDA88F-58CB-496C-A65D-6AE8FD0DC621
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1C721259-94CB-41EE-9F4D-436209089FC8;Pathology;38;2FF192F9-D8BA-4F61-87D4-2F49DE764BFC;dpca_diffnet;"Differentiation grade neuro-endocrine tumor?";radio;12;;;BDD88D7D-0D6D-4CB8-BEC4-175D319EA465
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1C721259-94CB-41EE-9F4D-436209089FC8;Pathology;38;96790C5B-9E05-4DE1-B949-207627929EE5;dpca_stadptpanc;"pT-stage pancreatic carcinoma according to TNM7?";radio;13;;;A47786D9-C56D-4CB9-8049-36553E0B20DB
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1C721259-94CB-41EE-9F4D-436209089FC8;Pathology;38;2A4032FC-564A-4A9A-8827-43A03D84401C;dpca_stadptpanc2018;"pT-stage pancreatic carcinoma according to TNM8?";radio;14;;;CDE0F63B-9D53-419F-B27B-320BC80BDF63
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1C721259-94CB-41EE-9F4D-436209089FC8;Pathology;38;028DC77B-79E6-48C9-9BC6-49F133B138E9;dpca_stadptpapil;"pT-stage papillary carcinoma?";radio;15;;;81C1F06C-4FC5-4469-84E1-8250D5C0419A
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1C721259-94CB-41EE-9F4D-436209089FC8;Pathology;38;A3A9692D-0C5B-4700-AF98-B4EF66EBA54F;dpca_stadptpapil2019;"Papil van Vater carcinoma according to TNM8";radio;16;;;F89A3626-2512-46C3-92B3-9938EB9D9307
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1C721259-94CB-41EE-9F4D-436209089FC8;Pathology;38;34957A8C-7DE3-4A67-A552-3872624896E7;dpca_stadptdistaal;"pT-stadium distal cholangiocarcinoma?";radio;17;;;AE9EC462-4425-4AF3-BF8F-697584321A3F
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1C721259-94CB-41EE-9F4D-436209089FC8;Pathology;38;7796A309-DB3F-427A-8C20-F5AE8A66EB42;dpca_stadptdistaal2019;"Distal cholangiocarcinoma according to TNM8";radio;18;;;13BCCDDD-0E7E-4452-BA89-5A6699C0918C
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1C721259-94CB-41EE-9F4D-436209089FC8;Pathology;38;D202C360-44D1-4D7D-A3B9-4FC8A71D2397;dpca_stadptduodenum2019;"Duodenumcarcinoma according to TNM8 small intestine";radio;19;;;7DC01652-BE8F-412F-9AB1-F85F85C75184
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1C721259-94CB-41EE-9F4D-436209089FC8;Pathology;38;F8847037-CB70-446A-BBD2-28ECD7FF095A;dpca_numlym;"Number of lymph nodes found?";numeric;20;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1C721259-94CB-41EE-9F4D-436209089FC8;Pathology;38;15E690DA-845D-489B-9A36-CBDB974F2685;dpca_numlympos;"Number of tumor-positive lymph nodes found?";numeric;21;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1C721259-94CB-41EE-9F4D-436209089FC8;Pathology;38;93A53A04-EBB6-4889-80EF-A65B1F7A6707;dpca_metaafstand;"Distant metastases?";radio;22;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1C721259-94CB-41EE-9F4D-436209089FC8;Pathology;38;CB38B85F-2B3F-4E9A-844C-6BBE398F3A9A;dpca_panodestud;"Are you participating in the PANODE registration?";radio;23;;;794EFBF4-37BA-42AB-ABF9-EC4032E0C291
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1C721259-94CB-41EE-9F4D-436209089FC8;Pathology;38;01DE4A19-494B-4924-A646-EFE1241F8F1F;dpca_responshtrg;"Pathological response after neoadjuvant therapy with Histological Tumor Regression Grading (HTRG)";radio;24;;;F4576199-EB92-4ACE-B062-A0C37B3A9B19
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1F233A82-94F7-4002-9C7D-E44DEB99C05D;"Comorbidities - Urogenital";11;F0705528-4B44-4E81-869D-A117A990B66C;dpca_comuro1;"Chronic kidney insufficiency (creat > 110)";radio;1;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1F233A82-94F7-4002-9C7D-E44DEB99C05D;"Comorbidities - Urogenital";11;A0959C34-B3C9-4C37-A187-DAEA38628C13;dpca_comuro2;"Dialysis-dependent kidney failure";radio;2;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
